city,company,country,date,jobkey,jobtitle,latitude,longitude,state,url,excel,sql,mysql,python,java,c++,sas,matlab,php,perl,hadoop,hive,spss,linux_unix,bachelor,master,phd
Cleveland,Airgas Inc.,US,2014-08-26 21:19:43,4e22b4506ed4834e,Data Analyst - SAP ABAP,41.497253,-81.69231,OH,http://www.indeed.com/viewjob?jk=4e22b4506ed4834e&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IzKNHijS7kTjt4KmPZaQ54tR1Zys_YS33zV-EIckb4SoCHEdfyMkuNX3qwb0phha4&indpubnum=4889224015872296&atk=190a5h1qm1d4h78a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Radnor,Airgas Inc.,US,2014-08-26 21:19:43,67e86d5803e41304,Data Analyst - SAP ABAP,40.043957,-75.35714,PA,http://www.indeed.com/viewjob?jk=67e86d5803e41304&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JBy2QeS2uKGSlme_PhyJLGmPkNxTj973naemBASyztlyFv9hTfj3LC5rfMCG2D_sI&indpubnum=4889224015872296&atk=190a5iuh71d324ip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Florham Park,"Managed Health Care Associates, Inc.",US,2014-08-26 21:00:51,970f4dff3e6fdcd8,Data Analyst/Personal Account Representative- Navigator,40.774727,-74.39011,NJ,http://www.indeed.com/viewjob?jk=970f4dff3e6fdcd8&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IuoauPq75eD-dhOEz8DE_n8gtCm65lPbNJ01qX1cWx2UoskdDmAdFiBqe4FPyvqEI&indpubnum=4889224015872296&atk=190a5e2l31d523nd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vancouver,Southwest Washington Behavioral Health,US,2014-08-26 21:00:21,746b4551bb94cda4,IS & IT Data Analyst,45.71154,-122.59341,WA,http://www.indeed.com/viewjob?jk=746b4551bb94cda4&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9L3eGb1R6djEvbLTasqTfyz4Z0r1R5zmkNbj4VOJWHLHFjMuIZOSm00Jj-u8fFXwhc&indpubnum=4889224015872296&atk=190a5oq3v1d526ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cranford,Partners Pharmacy,US,2014-08-26 21:00:20,eb4b369c2373a9e4,Application Support Specialist - CS,40.653847,-74.3022,NJ,http://www.indeed.com/viewjob?jk=eb4b369c2373a9e4&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IuoauPq75eD-dhOEz8DE_n8gtCm65lPbNJ01qX1cWx2UoskdDmAdFiBqe4FPyvqEI&indpubnum=4889224015872296&atk=190a5e2l31d523nd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,Raytheon,US,2014-08-26 20:52:09,eef32999f3d2aa99,Principal Cyber Engineer,38.78846,-77.18681,VA,http://www.indeed.com/viewjob?jk=eef32999f3d2aa99&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JJuNxUwSX-dwk-w0wHXusNOEyi7Ig2BiUiTPzAZ8bhd7u7ogirHcm_QTCvt4Vb73w&indpubnum=4889224015872296&atk=190a525q01d425rv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piscataway,Carroll Technology Services,US,2014-08-26 20:45:15,a0203234349ecce6,Contract SQL data Analyst,40.497253,-74.39561,NJ,http://www.indeed.com/viewjob?jk=a0203234349ecce6&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IuoauPq75eD-dhOEz8DE_n8gtCm65lPbNJ01qX1cWx2YZjawTUSu96TVCP4nxnY7U&indpubnum=4889224015872296&atk=190a5e3sg1d2h5q9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Charlotte,TEKsystems,US,2014-08-26 20:22:22,50da9c9d28ea2bd6,DATA MODELER,35.225273,-80.84066,NC,http://www.indeed.com/viewjob?jk=50da9c9d28ea2bd6&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I7mSQq4nfhItdpLIhAcQhv5b84G9kPk0ZXIu9oaLz88lO0Pmg2DxQtLM_69ugIucM&indpubnum=4889224015872296&atk=190a5fu6v1d7254h,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phoenix,ConsultUSA,US,2014-08-26 20:18:25,1fb033dfb99eacd6,Data Analyst,33.447803,-112.07143,AZ,http://www.indeed.com/viewjob?jk=1fb033dfb99eacd6&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KrTuu6tw4ei6gHgAFnSzvzezxp6HtNeobRzrUgmyplQF_Myy4wCqX-EwAvADjOM-E&indpubnum=4889224015872296&atk=190a4vsmp1d3117a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Research Triangle Park,"Alphanumeric Systems, Inc",US,2014-08-26 20:07:57,c2dedefe9ef3e542,Data Analyst - SQL Queries,35.895603,-78.85714,NC,http://www.indeed.com/viewjob?jk=c2dedefe9ef3e542&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I7mSQq4nfhItdpLIhAcQhv5b84G9kPk0ZXIu9oaLz88lO0Pmg2DxQtLM_69ugIucM&indpubnum=4889224015872296&atk=190a5ftv71d4i46j,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Vernon,Exodus Integrity Services,US,2014-08-26 20:04:16,3da591922766cb52,Web Data Analyst,40.392857,-82.48351,OH,http://www.indeed.com/viewjob?jk=3da591922766cb52&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IzKNHijS7kTjt4KmPZaQ54tR1Zys_YS33zV-EIckb4Sl4v1r9IRXxZu2l8KPe2HsM&indpubnum=4889224015872296&atk=190a5h18s1d526ga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anaheim,"Evriholder Products, Inc.",US,2014-08-26 19:58:26,b6ae20a2567dc641,Inventory Forescast Analyst,33.835163,-117.90659,CA,http://www.indeed.com/viewjob?jk=b6ae20a2567dc641&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0fWjcEjh4gTkJgkG9GZHrA4&indpubnum=4889224015872296&atk=190a50knm1d4i0gs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Suffern,LS Direct Marketing,US,2014-08-26 19:58:26,d8827c4da207b0c9,Data Analyst - Retail,41.126373,-74.10989,NY,http://www.indeed.com/viewjob?jk=d8827c4da207b0c9&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KUPDXN_D2AI1pADZ5diohv_MQgRfwuc1MYwhqfMjIoKI2U3QTJPT2CgyG-_EbbzWE&indpubnum=4889224015872296&atk=190a5f9401d4i2jj,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Atlanta,"ARROW EXTERMINATORS , Inc",US,2014-08-26 19:55:14,33b02952129d4028,Customer Care Data Analyst - Atlanta,33.747253,-84.38461,GA,http://www.indeed.com/viewjob?jk=33b02952129d4028&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LNwCtnSNwkyNdqADMRsp0qGPnusQxy_m1-iys11mXFOK40qiRV4FsQIjhNKSvSW2Q&indpubnum=4889224015872296&atk=190a53kfn1d514e5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Lawrence,Commonwealth of Massachusetts,US,2014-08-26 19:37:25,df4bdc34200a8c58,P/T ESOL COORDINATOR - CENTER FOR ADULT EDUCATION PROGRAMS AND PRACTITIONER,42.706043,-71.15934,MA,http://www.indeed.com/viewjob?jk=df4bdc34200a8c58&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LulBvtWb3NvLPZ9bcwG7w0LKuJy9BzgjjY5yEKN_5Fi9iAhEiu3uhE4jUKCsfxbNw&indpubnum=4889224015872296&atk=190a592u91d3123b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sacramento,Quest Technology Management,US,2014-08-26 19:32:50,9d591149ea1383b0,Data Analyst,38.57967,-121.48901,CA,http://www.indeed.com/viewjob?jk=9d591149ea1383b0&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0QxcXH_0LlPhmrOJCaT-DQY&indpubnum=4889224015872296&atk=190a50k581d5i3a0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Chicago,Chicago Public Schools,US,2014-08-26 19:26:02,9e00498048f55706,Data Analyst & Eval Spclst (Assessments/Standards),41.8489,-87.64835,IL,http://www.indeed.com/viewjob?jk=9e00498048f55706&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9Ji_N1lCNco_1Qb6o_wn_YYbUylFMtGSdj3wGw9oPlG2k9xuLcrhLJ7tWyVkeDXfBo&indpubnum=4889224015872296&atk=190a550rf1d3i11f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Flint,McLaren Health Care,US,2014-08-26 19:23:36,29c006361a1120a2,Benefits Data Analyst,43.01099,-83.68681,MI,http://www.indeed.com/viewjob?jk=29c006361a1120a2&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KuVRqHRC-nko9OQoZAFJUNezxp6HtNeobRzrUgmyplQHZvQWeZ6mSWHReWR01vCoM&indpubnum=4889224015872296&atk=190a59kvs1d5h7m0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington,"GreenZone Solutions, Inc.",US,2014-08-26 19:22:01,12b431518627e33d,Data Analyst w/clearance,38.892857,-77.03297,DC,http://www.indeed.com/viewjob?jk=12b431518627e33d&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JJuNxUwSX-dwk-w0wHXusNOEyi7Ig2BiUiTPzAZ8bhdxZp0YAHoVjVeaQQBYHgJVA&indpubnum=4889224015872296&atk=190a527bf1d3i19n,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
Atlanta,Cox Communications Incorporated,US,2014-08-26 19:21:32,cfec00a79fcfb53a,Product Services Engineer,33.747253,-84.38461,GA,http://www.indeed.com/viewjob?jk=cfec00a79fcfb53a&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LNwCtnSNwkyNdqADMRsp0qGPnusQxy_m1-iys11mXFOK40qiRV4FsQIjhNKSvSW2Q&indpubnum=4889224015872296&atk=190a53km11d4h3ie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Research Triangle Park,Sai People Solutions,US,2014-08-26 19:14:14,3bd0750cfa1c6ffc,Data Analyst,35.895603,-78.85714,NC,http://www.indeed.com/viewjob?jk=3bd0750cfa1c6ffc&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I7mSQq4nfhItdpLIhAcQhv5b84G9kPk0ZXIu9oaLz88imlF8mJMlpG_IoKjZ4oz0w&indpubnum=4889224015872296&atk=190a5ftd01d6h15q,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston,WinterWyman,US,2014-08-26 19:07:15,4daae28ae75c287d,Research/Data Analyst,42.357143,-71.05495,MA,http://www.indeed.com/viewjob?jk=4daae28ae75c287d&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LulBvtWb3NvLPZ9bcwG7w0LKuJy9BzgjjY5yEKN_5Fi9iAhEiu3uhE4jUKCsfxbNw&indpubnum=4889224015872296&atk=190a593k61d6h6el,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Kannapolis,Cardinal Innovations Healthcare Solutions,US,2014-08-26 19:05:03,6df6f02d3f483767,Quality Compliance Data Analyst,35.486263,-80.62088,NC,http://www.indeed.com/viewjob?jk=6df6f02d3f483767&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I7mSQq4nfhItdpLIhAcQhv5b84G9kPk0ZXIu9oaLz88imlF8mJMlpG_IoKjZ4oz0w&indpubnum=4889224015872296&atk=190a5ftd01d6h15q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Minneapolis,Entegee,US,2014-08-26 19:04:08,b18c11d8adec230f,Data Analyst,44.978024,-93.26373,MN,http://www.indeed.com/viewjob?jk=b18c11d8adec230f&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IQ9Ji1NXswmwoyMQeMSJhNlV9Ci6VerZMrLprUxSeWWohgpx6hvbHKvyCs5brfhOw&indpubnum=4889224015872296&atk=190a5a73s1d5i3u8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chicago,NCR Technosolutions LLC,US,2014-08-26 18:59:23,025289f1f21aa7db,SAP BI/BO Professionals,41.884617,-87.62088,IL,http://www.indeed.com/viewjob?jk=025289f1f21aa7db&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9Ji_N1lCNco_1Qb6o_wn_YYbUylFMtGSdj3wGw9oPlG2gvTIwPGDPu2at-8N_fRUvs&indpubnum=4889224015872296&atk=190a551ge1d514m5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
San Francisco,Excelsior College,US,2014-08-26 18:59:21,46cbc15179769ca4,Consultant - Outreach Representative,37.774727,-122.41758,CA,http://www.indeed.com/viewjob?jk=46cbc15179769ca4&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0fWjcEjh4gTkJgkG9GZHrA4&indpubnum=4889224015872296&atk=190a50ku21d3h4p6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
New York,Excelsior College,US,2014-08-26 18:59:21,f0d3a3c52c3f4980,Consultant - Outreach Representative,40.71154,-74.00549,NY,http://www.indeed.com/viewjob?jk=f0d3a3c52c3f4980&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KUPDXN_D2AI1pADZ5diohv_MQgRfwuc1MYwhqfMjIoKG8aNGOcT_y2Q5lXCz6jV5s&indpubnum=4889224015872296&atk=190a5f8jq1d3h3fu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Loveland,HCMS Group,US,2014-08-26 18:59:04,feedd839482068a3,Data Analyst,40.425823,-105.09341,CO,http://www.indeed.com/viewjob?jk=feedd839482068a3&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IrKAxaAZAJmmRE2mGDz-1JYyxJ1mIsKdyqzLj5sotZUTgKnFPKLGAcxfyCcq5lBSo&indpubnum=4889224015872296&atk=190a5136g1d421i2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Seattle,Kelly Services,US,2014-08-26 18:57:44,30aea076716b8b1d,Entry Level Data Analyst,47.626373,-122.34066,WA,http://www.indeed.com/viewjob?jk=30aea076716b8b1d&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9L3eGb1R6djEvbLTasqTfyz4Z0r1R5zmkNbj4VOJWHLHFjMuIZOSm00Jj-u8fFXwhc&indpubnum=4889224015872296&atk=190a5opqt1d314qd,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Farmington Hills,Kelly Services,US,2014-08-26 18:57:21,355e202172bea463,Engineering Support Analyst,42.502747,-83.40659,MI,http://www.indeed.com/viewjob?jk=355e202172bea463&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KuVRqHRC-nko9OQoZAFJUNezxp6HtNeobRzrUgmyplQHZvQWeZ6mSWHReWR01vCoM&indpubnum=4889224015872296&atk=190a59l731d31108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germantown,Montgomery County Public Schools,US,2014-08-26 18:32:56,46d50ae4f3aec098,"Instructional Data Analyst - Lake Seneca ES, 5hrs, deadlines 9/2/14.",39.173077,-77.26923,MD,http://www.indeed.com/viewjob?jk=46d50ae4f3aec098&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JJuNxUwSX-dwk-w0wHXusNOEyi7Ig2BiUiTPzAZ8bhd7u7ogirHcm_QTCvt4Vb73w&indpubnum=4889224015872296&atk=190a525bf1d4i3pr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Austin,LRS Consulting Services,US,2014-08-26 18:32:25,a1ea64605606b10e,Financial Systems Business Analyst,30.266483,-97.74176,TX,http://www.indeed.com/viewjob?jk=a1ea64605606b10e&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KLdT4cW5TS8hByZED3VJdosY2RNltsQsMe6iuw_4n_rbC6EHumDms3WSQ1vjU-knw&indpubnum=4889224015872296&atk=190a5m5121d713o0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockledge,"Health First Health Plans, Inc",US,2014-08-26 18:31:09,349ee707a4fc1ab6,HFHP Health Data Analyst FT PC13190,28.348902,-80.72527,FL,http://www.indeed.com/viewjob?jk=349ee707a4fc1ab6&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LLBCiPjkU9KpwDU5bpt3OiEL9x_Tpofxobm740digpX6PROgF6AMiHNVDQqgU7yWA&indpubnum=4889224015872296&atk=190a533ju1d521d8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
San Francisco,Zynga,US,2014-08-26 18:30:54,c456c785f422ea79,Marketing Data Analyst,37.774727,-122.41758,CA,http://www.indeed.com/viewjob?jk=c456c785f422ea79&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0fWjcEjh4gTkJgkG9GZHrA4&indpubnum=4889224015872296&atk=190a50kat1d6h4dq,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinehurst,FirstHealth of the Carolinas,US,2014-08-26 18:15:22,7ac81312ad78df50,EMR Specialist,35.195053,-79.46703,NC,http://www.indeed.com/viewjob?jk=7ac81312ad78df50&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I7mSQq4nfhItdpLIhAcQhv5b84G9kPk0ZXIu9oaLz88imlF8mJMlpG_IoKjZ4oz0w&indpubnum=4889224015872296&atk=190a5ftd01d6h15q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eglin AFB,Jacobs Technology,US,2014-08-26 18:06:50,e602155dfc19ab43,TEAS/413 FLTS Data Analyst (E2PM),30.458792,-86.54945,FL,http://www.indeed.com/viewjob?jk=e602155dfc19ab43&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LLBCiPjkU9KpwDU5bpt3OiEL9x_Tpofxobm740digpX6PROgF6AMiHNVDQqgU7yWA&indpubnum=4889224015872296&atk=190a533ju1d521d8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
San Francisco,Info. Objects,US,2014-08-26 18:03:30,7f72e37d5c1fd576,Data Analyst,37.774727,-122.41758,CA,http://www.indeed.com/viewjob?jk=7f72e37d5c1fd576&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0fWjcEjh4gTkJgkG9GZHrA4&indpubnum=4889224015872296&atk=190a50ku21d3h4p6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Des Plaines,Sologig-company profile,US,2014-08-26 17:57:43,89577a3296410751,Clinical Data Analyst / Database Report Developer,42.032967,-87.87912,IL,http://www.indeed.com/viewjob?jk=89577a3296410751&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9Ji_N1lCNco_1Qb6o_wn_YYbUylFMtGSdj3wGw9oPlG2gvTIwPGDPu2at-8N_fRUvs&indpubnum=4889224015872296&atk=190a5512n1d315hi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwood Village,TEKsystems,US,2014-08-26 17:41:38,a3353952e473a327,Data Analyst,39.615383,-104.95055,CO,http://www.indeed.com/viewjob?jk=a3353952e473a327&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IrKAxaAZAJmmRE2mGDz-1JYyxJ1mIsKdyqzLj5sotZUTgKnFPKLGAcxfyCcq5lBSo&indpubnum=4889224015872296&atk=190a5136g1d421i2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King of Prussia,Pharmacists Association,US,2014-08-26 17:41:19,bc38ac3b07360b02,"Manager, Clinical Pharmacy Operations",40.087914,-75.39561,PA,http://www.indeed.com/viewjob?jk=bc38ac3b07360b02&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JBy2QeS2uKGSlme_PhyJLGmPkNxTj973naemBASyztlyFv9hTfj3LC5rfMCG2D_sI&indpubnum=4889224015872296&atk=190a5iupn1d6i5k0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Orem,Jive Communications,US,2014-08-26 17:38:16,cc92628ecb047ca7,Data Analyst,40.296703,-111.69231,UT,http://www.indeed.com/viewjob?jk=cc92628ecb047ca7&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IvdTwfrpjrQh3UBynC5UW02VDAU0HdNEwm1tRfd3aAKdsAHCNf-Wc-vGNAuDGRUCk&indpubnum=4889224015872296&atk=190a5msps1d726vq,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
Columbus,Randstad,US,2014-08-26 17:33:25,62a2599b59045b36,DATA ANALYST - ELECTRONIC FILE TESTER,32.475273,-84.9011,GA,http://www.indeed.com/viewjob?jk=62a2599b59045b36&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LNwCtnSNwkyNdqADMRsp0qGPnusQxy_m1-iys11mXFOL9ufMPhjiaFDt3eTpUmMvY&indpubnum=4889224015872296&atk=190a53lte1d4h7a1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
New York,Starpoint Solutions,US,2014-08-26 17:25:24,688610453fae8578,Data Modeler/ Data Analyst,40.71154,-74.00549,NY,http://www.indeed.com/viewjob?jk=688610453fae8578&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KUPDXN_D2AI1pADZ5diohv_MQgRfwuc1MYwhqfMjIoKG8aNGOcT_y2Q5lXCz6jV5s&indpubnum=4889224015872296&atk=190a5f8jq1d3h3fu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Columbus,Tekmark Global Solutions,US,2014-08-26 17:00:12,bc1997d2cffcea39,DA/QA Analyst,39.95879,-82.99451,OH,http://www.indeed.com/viewjob?jk=bc1997d2cffcea39&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9IzKNHijS7kTjt4KmPZaQ54tR1Zys_YS33zV-EIckb4SoCHEdfyMkuNX3qwb0phha4&indpubnum=4889224015872296&atk=190a5h22f1d7234s,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Philadelphia,Community Behavioral Health,US,2014-08-26 16:44:16,6ccb9ae3d46be42f,Financial Analyst,39.947803,-75.15385,PA,http://www.indeed.com/viewjob?jk=6ccb9ae3d46be42f&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9JBy2QeS2uKGSlme_PhyJLGmPkNxTj973naemBASyztl1Rvv62K6Aqu0GOYUGhxONg&indpubnum=4889224015872296&atk=190a5ivkg1d326n5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Westborough,"BJ's Wholesale Club, Inc.",US,2014-08-26 16:42:46,9e50ec424956c08d,Master Data Analyst - Temporary Employee,42.26923,-71.61539,MA,http://www.indeed.com/viewjob?jk=9e50ec424956c08d&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LulBvtWb3NvLPZ9bcwG7w0LKuJy9BzgjjY5yEKN_5Fi05z9lV3dHGAHdatI1XZpNY&indpubnum=4889224015872296&atk=190a592931d2h2ci,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Duluth,Hunter Technical Resources,US,2014-08-26 16:28:31,fa64bc835653e0b0,Data Analyst,34.002747,-84.14286,GA,http://www.indeed.com/viewjob?jk=fa64bc835653e0b0&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9LNwCtnSNwkyNdqADMRsp0qGPnusQxy_m1-iys11mXFOK40qiRV4FsQIjhNKSvSW2Q&indpubnum=4889224015872296&atk=190a53ksv1d425ap,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
Stratford,Universal Staffing (USSI),US,2014-08-26 16:18:13,77ae3887b534c561,Data Analyst,41.184067,-73.13187,CT,http://www.indeed.com/viewjob?jk=77ae3887b534c561&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9Jg8b-VFcmUXvVxg4X47-ltzoEXG8CUr0i7gI9pJSuFItBItJAcVdRaEYV2JlZpIJk&indpubnum=4889224015872296&atk=190a51i3p1d425mq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Santa Clara,"SIS-Systems Integrations Solutions, Inc.",US,2014-08-26 16:17:30,d7c13b1a077ca963,Data Quality Analyst,37.35165,-121.95055,CA,http://www.indeed.com/viewjob?jk=d7c13b1a077ca963&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9KhckHN80-uURCmMV-ouodrGp6jym_krcGFaWElJybt0WUkuSvGjYpgSBvDKVPAUNw&indpubnum=4889224015872296&atk=190a50lf51d5i0vg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kansas City,Federal Reserve Bank of Kansas City,US,2014-08-26 16:16:37,10ac074cb77809a1,Sr Data Architect,39.0989,-94.57692,MO,http://www.indeed.com/viewjob?jk=10ac074cb77809a1&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9I6B5XPu2Ew-VrIxmUWCmEQD8f7lw2UxdxWldkJhjEz9LNRGBXGFkSvNTJBNUnVOvc&indpubnum=4889224015872296&atk=190a5b8ji1d423ui,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Wheeling,Adecco,US,2014-08-26 16:04:00,8d89be5297e514ca,DATA ANALYST - EXCEL,42.137363,-87.92857,IL,http://www.indeed.com/viewjob?jk=8d89be5297e514ca&qd=MxQEkSlos1GEjU62O1KFoRQw54NvLaDNxEJ5HB_yo9Ji_N1lCNco_1Qb6o_wn_YYbUylFMtGSdj3wGw9oPlG2gvTIwPGDPu2at-8N_fRUvs&indpubnum=4889224015872296&atk=190a5512n1d315hi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
